耗材类别	总序号	产品序号	耗材分类代码	"一级分类
（学科、品类）"	"二级分类
（用途、品目）"	"三级分类
（部位、功能、品种）"	"通用名
代码"	"医保
通用名"	"材质
代码"	材质	"特征
代码"	特征参数
	216	216	C03110408001006	骨科材料	接骨板	肱骨接骨板	080	固定板	01	不锈钢	006	普通/远端/非灭菌
	217	217	C03110408001007	骨科材料	接骨板	肱骨接骨板	080	固定板	01	不锈钢	007	锁定加压/近端/灭菌
	218	218	C03110408001008	骨科材料	接骨板	肱骨接骨板	080	固定板	01	不锈钢	008	锁定加压/近端/非灭菌
	219	219	C03110408001009	骨科材料	接骨板	肱骨接骨板	080	固定板	01	不锈钢	009	锁定加压/干部/灭菌
	220	220	C03110408001010	骨科材料	接骨板	肱骨接骨板	080	固定板	01	不锈钢	010	锁定加压/干部/非灭菌
	221	221	C03110408001011	骨科材料	接骨板	肱骨接骨板	080	固定板	01	不锈钢	011	锁定加压/远端/灭菌
	222	222	C03110408001012	骨科材料	接骨板	肱骨接骨板	080	固定板	01	不锈钢	012	锁定加压/远端/非灭菌
	223	223	C03110408001013	骨科材料	接骨板	肱骨接骨板	080	固定板	01	不锈钢	013	万向锁定加压/近端/灭菌
	224	224	C03110408001014	骨科材料	接骨板	肱骨接骨板	080	固定板	01	不锈钢	014	万向锁定加压/近端/非灭菌
	225	225	C03110408001015	骨科材料	接骨板	肱骨接骨板	080	固定板	01	不锈钢	015	万向锁定加压/干部/灭菌
	226	226	C03110408001016	骨科材料	接骨板	肱骨接骨板	080	固定板	01	不锈钢	016	万向锁定加压/干部/非灭菌
	227	227	C03110408001017	骨科材料	接骨板	肱骨接骨板	080	固定板	01	不锈钢	017	万向锁定加压/远端/灭菌
	228	228	C03110408001018	骨科材料	接骨板	肱骨接骨板	080	固定板	01	不锈钢	018	万向锁定加压/远端/非灭菌
	229	229	C03110408002001	骨科材料	接骨板	肱骨接骨板	080	固定板	02	纯钛	001	普通/近端/灭菌
	230	230	C03110408002002	骨科材料	接骨板	肱骨接骨板	080	固定板	02	纯钛	002	普通/近端/非灭菌
	231	231	C03110408002003	骨科材料	接骨板	肱骨接骨板	080	固定板	02	纯钛	003	普通/干部/灭菌
	232	232	C03110408002004	骨科材料	接骨板	肱骨接骨板	080	固定板	02	纯钛	004	普通/干部/非灭菌
	233	233	C03110408002005	骨科材料	接骨板	肱骨接骨板	080	固定板	02	纯钛	005	普通/远端/灭菌
	234	234	C03110408002006	骨科材料	接骨板	肱骨接骨板	080	固定板	02	纯钛	006	普通/远端/非灭菌
	235	235	C03110408002007	骨科材料	接骨板	肱骨接骨板	080	固定板	02	纯钛	007	锁定加压/近端/灭菌
	236	236	C03110408002008	骨科材料	接骨板	肱骨接骨板	080	固定板	02	纯钛	008	锁定加压/近端/非灭菌
	237	237	C03110408002009	骨科材料	接骨板	肱骨接骨板	080	固定板	02	纯钛	009	锁定加压/干部/灭菌
	238	238	C03110408002010	骨科材料	接骨板	肱骨接骨板	080	固定板	02	纯钛	010	锁定加压/干部/非灭菌
	239	239	C03110408002011	骨科材料	接骨板	肱骨接骨板	080	固定板	02	纯钛	011	锁定加压/远端/灭菌
	240	240	C03110408002012	骨科材料	接骨板	肱骨接骨板	080	固定板	02	纯钛	012	锁定加压/远端/非灭菌
	241	241	C03110408002013	骨科材料	接骨板	肱骨接骨板	080	固定板	02	纯钛	013	万向锁定加压/近端/灭菌
	242	242	C03110408002014	骨科材料	接骨板	肱骨接骨板	080	固定板	02	纯钛	014	万向锁定加压/近端/非灭菌
	243	243	C03110408002015	骨科材料	接骨板	肱骨接骨板	080	固定板	02	纯钛	015	万向锁定加压/干部/灭菌
	244	244	C03110408002016	骨科材料	接骨板	肱骨接骨板	080	固定板	02	纯钛	016	万向锁定加压/干部/非灭菌
	245	245	C03110408002017	骨科材料	接骨板	肱骨接骨板	080	固定板	02	纯钛	017	万向锁定加压/远端/灭菌
	246	246	C03110408002018	骨科材料	接骨板	肱骨接骨板	080	固定板	02	纯钛	018	万向锁定加压/远端/非灭菌
	247	247	C03110408003001	骨科材料	接骨板	肱骨接骨板	080	固定板	03	钛合金	001	普通/近端/灭菌
	248	248	C03110408003002	骨科材料	接骨板	肱骨接骨板	080	固定板	03	钛合金	002	普通/近端/非灭菌
	249	249	C03110408003003	骨科材料	接骨板	肱骨接骨板	080	固定板	03	钛合金	003	普通/干部/灭菌
	250	250	C03110408003004	骨科材料	接骨板	肱骨接骨板	080	固定板	03	钛合金	004	普通/干部/非灭菌
	251	251	C03110408003005	骨科材料	接骨板	肱骨接骨板	080	固定板	03	钛合金	005	普通/远端/灭菌
	252	252	C03110408003006	骨科材料	接骨板	肱骨接骨板	080	固定板	03	钛合金	006	普通/远端/非灭菌
	253	253	C03110408003007	骨科材料	接骨板	肱骨接骨板	080	固定板	03	钛合金	007	锁定加压/近端/灭菌
	254	254	C03110408003008	骨科材料	接骨板	肱骨接骨板	080	固定板	03	钛合金	008	锁定加压/近端/非灭菌
	255	255	C03110408003009	骨科材料	接骨板	肱骨接骨板	080	固定板	03	钛合金	009	锁定加压/干部/灭菌
	256	256	C03110408003010	骨科材料	接骨板	肱骨接骨板	080	固定板	03	钛合金	010	锁定加压/干部/非灭菌
	257	257	C03110408003011	骨科材料	接骨板	肱骨接骨板	080	固定板	03	钛合金	011	锁定加压/远端/灭菌
	258	258	C03110408003012	骨科材料	接骨板	肱骨接骨板	080	固定板	03	钛合金	012	锁定加压/远端/非灭菌
	259	259	C03110408003013	骨科材料	接骨板	肱骨接骨板	080	固定板	03	钛合金	013	万向锁定加压/近端/灭菌
	260	260	C03110408003014	骨科材料	接骨板	肱骨接骨板	080	固定板	03	钛合金	014	万向锁定加压/近端/非灭菌
	261	261	C03110408003015	骨科材料	接骨板	肱骨接骨板	080	固定板	03	钛合金	015	万向锁定加压/干部/灭菌
	262	262	C03110408003016	骨科材料	接骨板	肱骨接骨板	080	固定板	03	钛合金	016	万向锁定加压/干部/非灭菌
	263	263	C03110408003017	骨科材料	接骨板	肱骨接骨板	080	固定板	03	钛合金	017	万向锁定加压/远端/灭菌
	264	264	C03110408003018	骨科材料	接骨板	肱骨接骨板	080	固定板	03	钛合金	018	万向锁定加压/远端/非灭菌
	265	265	C03110508001001	骨科材料	接骨板	尺骨接骨板	080	固定板	01	不锈钢	001	普通/近端/灭菌
	266	266	C03110508001002	骨科材料	接骨板	尺骨接骨板	080	固定板	01	不锈钢	002	普通/近端/非灭菌
	267	267	C03110508001003	骨科材料	接骨板	尺骨接骨板	080	固定板	01	不锈钢	003	普通/干部/灭菌
	268	268	C03110508001004	骨科材料	接骨板	尺骨接骨板	080	固定板	01	不锈钢	004	普通/干部/非灭菌
	269	269	C03110508001005	骨科材料	接骨板	尺骨接骨板	080	固定板	01	不锈钢	005	普通/远端/灭菌
	270	270	C03110508001006	骨科材料	接骨板	尺骨接骨板	080	固定板	01	不锈钢	006	普通/远端/非灭菌
	271	271	C03110508001007	骨科材料	接骨板	尺骨接骨板	080	固定板	01	不锈钢	007	锁定加压/近端/灭菌
	272	272	C03110508001008	骨科材料	接骨板	尺骨接骨板	080	固定板	01	不锈钢	008	锁定加压/近端/非灭菌
	273	273	C03110508001009	骨科材料	接骨板	尺骨接骨板	080	固定板	01	不锈钢	009	锁定加压/干部/灭菌
	274	274	C03110508001010	骨科材料	接骨板	尺骨接骨板	080	固定板	01	不锈钢	010	锁定加压/干部/非灭菌
	275	275	C03110508001011	骨科材料	接骨板	尺骨接骨板	080	固定板	01	不锈钢	011	锁定加压/远端/灭菌
	276	276	C03110508001012	骨科材料	接骨板	尺骨接骨板	080	固定板	01	不锈钢	012	锁定加压/远端/非灭菌
	277	277	C03110508001013	骨科材料	接骨板	尺骨接骨板	080	固定板	01	不锈钢	013	万向锁定加压/近端/灭菌
	278	278	C03110508001014	骨科材料	接骨板	尺骨接骨板	080	固定板	01	不锈钢	014	万向锁定加压/近端/非灭菌
	279	279	C03110508001015	骨科材料	接骨板	尺骨接骨板	080	固定板	01	不锈钢	015	万向锁定加压/干部/灭菌
	280	280	C03110508001016	骨科材料	接骨板	尺骨接骨板	080	固定板	01	不锈钢	016	万向锁定加压/干部/非灭菌
	281	281	C03110508001017	骨科材料	接骨板	尺骨接骨板	080	固定板	01	不锈钢	017	万向锁定加压/远端/灭菌
	282	282	C03110508001018	骨科材料	接骨板	尺骨接骨板	080	固定板	01	不锈钢	018	万向锁定加压/远端/非灭菌
	283	283	C03110508002001	骨科材料	接骨板	尺骨接骨板	080	固定板	02	纯钛	001	普通/近端/灭菌
	284	284	C03110508002002	骨科材料	接骨板	尺骨接骨板	080	固定板	02	纯钛	002	普通/近端/非灭菌
	285	285	C03110508002003	骨科材料	接骨板	尺骨接骨板	080	固定板	02	纯钛	003	普通/干部/灭菌
	286	286	C03110508002004	骨科材料	接骨板	尺骨接骨板	080	固定板	02	纯钛	004	普通/干部/非灭菌
	287	287	C03110508002005	骨科材料	接骨板	尺骨接骨板	080	固定板	02	纯钛	005	普通/远端/灭菌
	288	288	C03110508002006	骨科材料	接骨板	尺骨接骨板	080	固定板	02	纯钛	006	普通/远端/非灭菌
	289	289	C03110508002007	骨科材料	接骨板	尺骨接骨板	080	固定板	02	纯钛	007	锁定加压/近端/灭菌
	290	290	C03110508002008	骨科材料	接骨板	尺骨接骨板	080	固定板	02	纯钛	008	锁定加压/近端/非灭菌
	291	291	C03110508002009	骨科材料	接骨板	尺骨接骨板	080	固定板	02	纯钛	009	锁定加压/干部/灭菌
	292	292	C03110508002010	骨科材料	接骨板	尺骨接骨板	080	固定板	02	纯钛	010	锁定加压/干部/非灭菌
	293	293	C03110508002011	骨科材料	接骨板	尺骨接骨板	080	固定板	02	纯钛	011	锁定加压/远端/灭菌
	294	294	C03110508002012	骨科材料	接骨板	尺骨接骨板	080	固定板	02	纯钛	012	锁定加压/远端/非灭菌
	295	295	C03110508002013	骨科材料	接骨板	尺骨接骨板	080	固定板	02	纯钛	013	万向锁定加压/近端/灭菌
	296	296	C03110508002014	骨科材料	接骨板	尺骨接骨板	080	固定板	02	纯钛	014	万向锁定加压/近端/非灭菌
	297	297	C03110508002015	骨科材料	接骨板	尺骨接骨板	080	固定板	02	纯钛	015	万向锁定加压/干部/灭菌
	298	298	C03110508002016	骨科材料	接骨板	尺骨接骨板	080	固定板	02	纯钛	016	万向锁定加压/干部/非灭菌
	299	299	C03110508002017	骨科材料	接骨板	尺骨接骨板	080	固定板	02	纯钛	017	万向锁定加压/远端/灭菌
	300	300	C03110508002018	骨科材料	接骨板	尺骨接骨板	080	固定板	02	纯钛	018	万向锁定加压/远端/非灭菌
	301	301	C03110508003001	骨科材料	接骨板	尺骨接骨板	080	固定板	03	钛合金	001	普通/近端/灭菌
	302	302	C03110508003002	骨科材料	接骨板	尺骨接骨板	080	固定板	03	钛合金	002	普通/近端/非灭菌
	303	303	C03110508003003	骨科材料	接骨板	尺骨接骨板	080	固定板	03	钛合金	003	普通/干部/灭菌
	304	304	C03110508003004	骨科材料	接骨板	尺骨接骨板	080	固定板	03	钛合金	004	普通/干部/非灭菌
	305	305	C03110508003005	骨科材料	接骨板	尺骨接骨板	080	固定板	03	钛合金	005	普通/远端/灭菌
	306	306	C03110508003006	骨科材料	接骨板	尺骨接骨板	080	固定板	03	钛合金	006	普通/远端/非灭菌
	307	307	C03110508003007	骨科材料	接骨板	尺骨接骨板	080	固定板	03	钛合金	007	锁定加压/近端/灭菌
	308	308	C03110508003008	骨科材料	接骨板	尺骨接骨板	080	固定板	03	钛合金	008	锁定加压/近端/非灭菌
	309	309	C03110508003009	骨科材料	接骨板	尺骨接骨板	080	固定板	03	钛合金	009	锁定加压/干部/灭菌
	310	310	C03110508003010	骨科材料	接骨板	尺骨接骨板	080	固定板	03	钛合金	010	锁定加压/干部/非灭菌
	311	311	C03110508003011	骨科材料	接骨板	尺骨接骨板	080	固定板	03	钛合金	011	锁定加压/远端/灭菌
	312	312	C03110508003012	骨科材料	接骨板	尺骨接骨板	080	固定板	03	钛合金	012	锁定加压/远端/非灭菌
	313	313	C03110508003013	骨科材料	接骨板	尺骨接骨板	080	固定板	03	钛合金	013	万向锁定加压/近端/灭菌
	314	314	C03110508003014	骨科材料	接骨板	尺骨接骨板	080	固定板	03	钛合金	014	万向锁定加压/近端/非灭菌
	315	315	C03110508003015	骨科材料	接骨板	尺骨接骨板	080	固定板	03	钛合金	015	万向锁定加压/干部/灭菌
	316	316	C03110508003016	骨科材料	接骨板	尺骨接骨板	080	固定板	03	钛合金	016	万向锁定加压/干部/非灭菌
	317	317	C03110508003017	骨科材料	接骨板	尺骨接骨板	080	固定板	03	钛合金	017	万向锁定加压/远端/灭菌
	318	318	C03110508003018	骨科材料	接骨板	尺骨接骨板	080	固定板	03	钛合金	018	万向锁定加压/远端/非灭菌
	319	319	C03110608001001	骨科材料	接骨板	桡骨接骨板	080	固定板	01	不锈钢	001	普通/近端/灭菌
	320	320	C03110608001002	骨科材料	接骨板	桡骨接骨板	080	固定板	01	不锈钢	002	普通/近端/非灭菌
	321	321	C03110608001003	骨科材料	接骨板	桡骨接骨板	080	固定板	01	不锈钢	003	普通/干部/灭菌
	322	322	C03110608001004	骨科材料	接骨板	桡骨接骨板	080	固定板	01	不锈钢	004	普通/干部/非灭菌
	323	323	C03110608001005	骨科材料	接骨板	桡骨接骨板	080	固定板	01	不锈钢	005	普通/远端/灭菌
	324	324	C03110608001006	骨科材料	接骨板	桡骨接骨板	080	固定板	01	不锈钢	006	普通/远端/非灭菌
	325	325	C03110608001007	骨科材料	接骨板	桡骨接骨板	080	固定板	01	不锈钢	007	锁定加压/近端/灭菌
	326	326	C03110608001008	骨科材料	接骨板	桡骨接骨板	080	固定板	01	不锈钢	008	锁定加压/近端/非灭菌
	327	327	C03110608001009	骨科材料	接骨板	桡骨接骨板	080	固定板	01	不锈钢	009	锁定加压/干部/灭菌
	328	328	C03110608001010	骨科材料	接骨板	桡骨接骨板	080	固定板	01	不锈钢	010	锁定加压/干部/非灭菌
	329	329	C03110608001011	骨科材料	接骨板	桡骨接骨板	080	固定板	01	不锈钢	011	锁定加压/远端/灭菌
	330	330	C03110608001012	骨科材料	接骨板	桡骨接骨板	080	固定板	01	不锈钢	012	锁定加压/远端/非灭菌
	331	331	C03110608001013	骨科材料	接骨板	桡骨接骨板	080	固定板	01	不锈钢	013	万向锁定加压/近端/灭菌
	332	332	C03110608001014	骨科材料	接骨板	桡骨接骨板	080	固定板	01	不锈钢	014	万向锁定加压/近端/非灭菌
	333	333	C03110608001015	骨科材料	接骨板	桡骨接骨板	080	固定板	01	不锈钢	015	万向锁定加压/干部/灭菌
	334	334	C03110608001016	骨科材料	接骨板	桡骨接骨板	080	固定板	01	不锈钢	016	万向锁定加压/干部/非灭菌
	335	335	C03110608001017	骨科材料	接骨板	桡骨接骨板	080	固定板	01	不锈钢	017	万向锁定加压/远端/灭菌
	336	336	C03110608001018	骨科材料	接骨板	桡骨接骨板	080	固定板	01	不锈钢	018	万向锁定加压/远端/非灭菌
	337	337	C03110608002001	骨科材料	接骨板	桡骨接骨板	080	固定板	02	纯钛	001	普通/近端/灭菌
	338	338	C03110608002002	骨科材料	接骨板	桡骨接骨板	080	固定板	02	纯钛	002	普通/近端/非灭菌
	339	339	C03110608002003	骨科材料	接骨板	桡骨接骨板	080	固定板	02	纯钛	003	普通/干部/灭菌
	340	340	C03110608002004	骨科材料	接骨板	桡骨接骨板	080	固定板	02	纯钛	004	普通/干部/非灭菌
	341	341	C03110608002005	骨科材料	接骨板	桡骨接骨板	080	固定板	02	纯钛	005	普通/远端/灭菌
	342	342	C03110608002006	骨科材料	接骨板	桡骨接骨板	080	固定板	02	纯钛	006	普通/远端/非灭菌
	343	343	C03110608002007	骨科材料	接骨板	桡骨接骨板	080	固定板	02	纯钛	007	锁定加压/近端/灭菌
	344	344	C03110608002008	骨科材料	接骨板	桡骨接骨板	080	固定板	02	纯钛	008	锁定加压/近端/非灭菌
	345	345	C03110608002009	骨科材料	接骨板	桡骨接骨板	080	固定板	02	纯钛	009	锁定加压/干部/灭菌
	346	346	C03110608002010	骨科材料	接骨板	桡骨接骨板	080	固定板	02	纯钛	010	锁定加压/干部/非灭菌
	347	347	C03110608002011	骨科材料	接骨板	桡骨接骨板	080	固定板	02	纯钛	011	锁定加压/远端/灭菌
	348	348	C03110608002012	骨科材料	接骨板	桡骨接骨板	080	固定板	02	纯钛	012	锁定加压/远端/非灭菌
	349	349	C03110608002013	骨科材料	接骨板	桡骨接骨板	080	固定板	02	纯钛	013	万向锁定加压/近端/灭菌
	350	350	C03110608002014	骨科材料	接骨板	桡骨接骨板	080	固定板	02	纯钛	014	万向锁定加压/近端/非灭菌
	351	351	C03110608002015	骨科材料	接骨板	桡骨接骨板	080	固定板	02	纯钛	015	万向锁定加压/干部/灭菌
	352	352	C03110608002016	骨科材料	接骨板	桡骨接骨板	080	固定板	02	纯钛	016	万向锁定加压/干部/非灭菌
	353	353	C03110608002017	骨科材料	接骨板	桡骨接骨板	080	固定板	02	纯钛	017	万向锁定加压/远端/灭菌
	354	354	C03110608002018	骨科材料	接骨板	桡骨接骨板	080	固定板	02	纯钛	018	万向锁定加压/远端/非灭菌
	355	355	C03110608003001	骨科材料	接骨板	桡骨接骨板	080	固定板	03	钛合金	001	普通/近端/灭菌
	356	356	C03110608003002	骨科材料	接骨板	桡骨接骨板	080	固定板	03	钛合金	002	普通/近端/非灭菌
	357	357	C03110608003003	骨科材料	接骨板	桡骨接骨板	080	固定板	03	钛合金	003	普通/干部/灭菌
	358	358	C03110608003004	骨科材料	接骨板	桡骨接骨板	080	固定板	03	钛合金	004	普通/干部/非灭菌
	359	359	C03110608003005	骨科材料	接骨板	桡骨接骨板	080	固定板	03	钛合金	005	普通/远端/灭菌
